state	votetrump	age	female	collegeed	famincr	ideo	pid7na	bornagain	religimp	churchatd	prayerfreq	angryracism	whiteadv	fearraces	racerare
Illinois	0	58	0	0	8	3	Not Strong D	0	3	1	2	Strongly Agree	Strongly Agree	Agree	Disagree
Iowa	1	76	0	0	3	5	Indep.	0	2	1	2	Strongly Disagree	Strongly Disagree	Strongly Agree	Agree
Illinois	0	65	0	1	8	2	Ind. Lean D	0	1	1	2	Strongly Agree	Agree	NA/ND	Strongly Disagree
Ohio	1	77	0	1	NA	4	Not Strong R	0	4	6	7	Agree	NA/ND	Disagree	Agree
Iowa	0	57	0	0	2	3	Indep.	0	1	1	1	Agree	NA/ND	Disagree	NA/ND
Pennsylvania	NA	23	0	0	4	1	Strong D	1	4	6	6	NA	NA	NA	NA
Pennsylvania	NA	55	0	0	1	3	Ind. Lean R	0	1	1	1	Strongly Agree	Strongly Disagree	Agree	Disagree
Minnesota	0	47	1	1	NA	2	Strong D	0	2	2	1	Strongly Agree	Agree	Disagree	Strongly Disagree
Illinois	0	42	1	0	2	1	Strong D	0	1	1	1	Strongly Agree	Agree	Disagree	Strongly Disagree
Pennsylvania	0	66	1	0	6	2	Strong D	0	2	2	2	Strongly Agree	Agree	NA/ND	Strongly Disagree
Ohio	1	64	1	0	5	4	Not Strong R	1	4	4	6	Strongly Agree	NA/ND	NA/ND	Disagree
Iowa	0	72	0	0	2	3	Indep.	1	4	5	4	NA/ND	NA/ND	NA/ND	NA/ND
Illinois	0	62	1	1	NA	3	Strong D	0	3	1	6	Strongly Agree	Agree	NA/ND	Strongly Disagree
Illinois	1	61	1	0	3	3	Indep.	0	2	1	2	Agree	NA/ND	NA/ND	Disagree
Pennsylvania	1	66	0	1	9	4	Strong R	0	4	5	5	Strongly Agree	Strongly Disagree	Disagree	NA/ND
Iowa	0	59	0	0	7	2	Indep.	0	1	1	1	Strongly Agree	NA/ND	Disagree	NA/ND
Ohio	1	67	0	0	4	4	Ind. Lean R	1	4	2	7	Agree	Strongly Disagree	NA/ND	Strongly Disagree
Iowa	NA	48	0	0	6	1	Not Strong D	0	3	1	1	Strongly Agree	Strongly Disagree	Strongly Disagree	Strongly Disagree
Michigan	1	65	0	1	NA	4	Strong R	1	4	6	7	Agree	Disagree	Strongly Disagree	Agree
Pennsylvania	1	60	1	0	8	4	Ind. Lean R	1	4	2	7	NA/ND	Strongly Disagree	Strongly Disagree	Strongly Disagree
Pennsylvania	0	38	0	0	8	3	Indep.	1	3	3	5	Agree	Agree	Disagree	Disagree
Illinois	1	69	1	0	11	4	Ind. Lean R	0	4	4	5	Strongly Agree	Strongly Disagree	NA/ND	NA/ND
Minnesota	0	66	0	0	8	1	Strong D	0	1	1	1	Strongly Agree	Agree	Disagree	Disagree
Iowa	0	74	1	1	2	2	Indep.	0	2	2	7	Strongly Agree	Strongly Agree	NA/ND	Strongly Disagree
Pennsylvania	1	70	1	0	5	4	Strong R	1	4	6	7	Strongly Agree	Disagree	NA/ND	Disagree
Ohio	1	85	1	0	3	4	Not Strong R	0	4	5	6	Strongly Agree	NA/ND	NA/ND	Disagree
Indiana	NA	19	1	0	2	NA	Indep.	0	4	6	7	Strongly Agree	Agree	Agree	Disagree
Pennsylvania	0	63	0	0	10	2	Strong D	0	1	1	1	Strongly Agree	Strongly Agree	Disagree	Disagree
Pennsylvania	1	24	0	1	3	NA	Ind. Lean R	0	3	3	2	NA/ND	NA/ND	NA/ND	NA/ND
Michigan	0	34	0	1	4	1	Not Strong D	0	3	4	7	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Pennsylvania	1	37	0	1	NA	4	Not Strong R	0	1	1	1	Strongly Agree	NA/ND	Strongly Disagree	NA/ND
Pennsylvania	NA	56	1	0	5	3	Strong D	0	2	2	3	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Indiana	1	73	0	0	7	3	Ind. Lean R	0	4	5	7	Strongly Disagree	Strongly Disagree	NA/ND	Agree
Wisconsin	0	69	0	1	7	3	Ind. Lean D	0	3	3	2	Strongly Agree	Strongly Disagree	Strongly Disagree	Strongly Disagree
Iowa	1	66	0	1	10	4	Indep.	1	4	5	5	Strongly Agree	Strongly Disagree	NA/ND	NA/ND
Michigan	0	68	1	1	8	3	Strong D	0	3	3	3	Strongly Agree	Strongly Agree	Disagree	Disagree
Indiana	0	64	1	0	1	3	Not Strong D	1	4	5	6	Agree	Disagree	NA/ND	Strongly Disagree
Ohio	0	70	0	0	5	3	Ind. Lean D	0	3	3	7	Strongly Agree	Strongly Agree	NA/ND	Strongly Disagree
Pennsylvania	0	59	0	1	10	3	Ind. Lean D	0	1	1	1	Strongly Agree	Agree	Agree	Strongly Disagree
Indiana	1	58	1	0	9	3	Not Strong R	0	3	4	5	Strongly Agree	Agree	Disagree	Disagree
Indiana	NA	50	1	0	2	NA	Not Strong D	0	3	2	5	Strongly Agree	Strongly Disagree	Agree	Strongly Disagree
Michigan	0	56	1	1	NA	1	Strong D	0	1	2	7	Strongly Agree	Strongly Agree	Disagree	Strongly Disagree
Pennsylvania	0	39	1	0	5	3	Strong D	1	4	5	4	Strongly Agree	NA/ND	Disagree	Disagree
Pennsylvania	0	70	1	1	NA	3	Strong D	0	4	4	6	Strongly Agree	Agree	Strongly Disagree	Strongly Disagree
Pennsylvania	1	76	0	1	8	4	Strong R	0	4	5	7	Agree	Strongly Disagree	Agree	Agree
Illinois	0	49	1	1	8	3	Not Strong D	0	2	1	2	NA/ND	Disagree	NA/ND	Agree
Michigan	1	51	0	0	8	3	Indep.	0	4	6	7	Agree	Disagree	Strongly Disagree	NA/ND
Illinois	0	65	1	0	8	3	Not Strong D	0	4	5	6	Agree	Agree	Disagree	Disagree
Illinois	NA	59	0	0	5	3	Not Strong D	0	2	1	2	Strongly Agree	NA/ND	NA/ND	NA/ND
Michigan	1	69	1	1	8	4	Not Strong R	0	4	5	6	Agree	Disagree	NA/ND	Disagree
Illinois	1	54	0	0	4	5	Indep.	0	3	1	5	NA/ND	Strongly Disagree	Strongly Disagree	NA/ND
Indiana	1	54	0	0	6	3	Strong D	1	2	1	1	Disagree	Strongly Disagree	Agree	Agree
Pennsylvania	NA	47	1	0	3	3	Not Strong D	1	4	2	6	Strongly Agree	Agree	Disagree	Disagree
Indiana	1	46	1	1	9	3	Not Strong R	0	3	2	5	Agree	Disagree	Disagree	Disagree
Ohio	0	67	0	1	11	2	Not Strong D	0	1	1	1	NA/ND	Agree	Strongly Disagree	Agree
Iowa	0	75	1	0	4	2	Indep.	0	2	2	2	Strongly Agree	Agree	NA/ND	Strongly Disagree
Indiana	0	58	1	0	3	4	Strong D	0	4	2	2	Strongly Agree	Agree	Strongly Disagree	Disagree
Ohio	0	73	0	0	9	3	Strong D	0	1	1	1	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Iowa	1	57	0	1	5	2	Strong D	1	4	6	7	Agree	Strongly Disagree	Disagree	NA/ND
Illinois	0	29	1	1	6	2	Ind. Lean D	0	1	1	1	Agree	Strongly Agree	Disagree	Disagree
Pennsylvania	1	58	1	1	7	4	Strong R	1	4	6	7	NA/ND	Strongly Disagree	Strongly Disagree	NA/ND
Ohio	0	68	0	1	9	2	Strong D	0	1	1	7	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Iowa	0	53	1	0	8	1	Strong D	0	2	2	2	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Ohio	1	77	0	1	9	3	Indep.	0	3	3	2	Strongly Agree	NA/ND	Disagree	Agree
Minnesota	0	56	0	1	3	4	Not Strong R	1	4	2	6	NA/ND	Agree	NA/ND	Strongly Disagree
Illinois	1	70	0	0	NA	4	Not Strong R	0	3	2	2	Disagree	NA/ND	Disagree	Disagree
Pennsylvania	0	56	1	1	9	1	Strong D	0	1	1	1	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Pennsylvania	1	49	1	0	9	4	Strong R	0	3	3	5	Strongly Agree	NA/ND	Agree	Disagree
Michigan	0	57	1	1	NA	2	Ind. Lean D	0	2	2	3	Strongly Agree	Agree	Disagree	Disagree
Indiana	0	39	0	1	6	1	Ind. Lean D	0	1	1	1	Strongly Agree	Strongly Agree	Disagree	Strongly Disagree
Illinois	1	52	0	1	10	3	Indep.	0	3	2	6	Strongly Agree	Agree	Strongly Disagree	NA/ND
Indiana	1	80	1	0	9	3	Ind. Lean R	1	4	5	7	Agree	Agree	Disagree	Disagree
Pennsylvania	1	57	0	1	9	3	Indep.	0	3	5	5	Strongly Agree	Disagree	Strongly Disagree	Strongly Disagree
Wisconsin	0	19	1	0	2	1	Not Strong D	0	2	1	1	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Ohio	0	37	1	0	1	1	Strong D	0	1	1	2	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Pennsylvania	0	64	0	1	11	3	Not Strong D	0	1	2	2	Strongly Agree	Disagree	NA/ND	Disagree
Ohio	1	72	0	0	NA	4	Strong R	0	3	2	3	Agree	Strongly Disagree	NA/ND	Strongly Disagree
Ohio	NA	58	1	0	4	4	Strong R	1	4	5	6	Strongly Agree	Strongly Disagree	NA/ND	Strongly Disagree
Pennsylvania	1	65	1	1	NA	4	Strong R	1	4	5	7	Agree	NA/ND	Agree	NA/ND
Wisconsin	1	48	0	0	3	3	Indep.	1	3	3	6	Agree	Strongly Disagree	NA/ND	Disagree
Pennsylvania	1	75	1	0	2	4	Strong R	1	4	6	7	Agree	Disagree	Strongly Disagree	NA/ND
Illinois	0	63	0	0	9	1	Ind. Lean D	0	1	1	1	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Minnesota	0	64	0	0	3	2	Strong D	0	2	2	2	Strongly Agree	Strongly Agree	NA/ND	Disagree
Indiana	NA	41	1	0	6	4	Ind. Lean R	0	1	1	1	Strongly Agree	Strongly Disagree	Disagree	Strongly Disagree
Ohio	1	69	1	0	3	3	Ind. Lean R	1	4	3	5	Agree	Disagree	NA/ND	Disagree
Ohio	1	38	0	0	4	4	Not Strong R	0	3	2	6	Agree	Disagree	Strongly Disagree	Agree
Pennsylvania	1	37	1	1	8	4	Not Strong R	0	1	1	1	Strongly Agree	Agree	Disagree	NA/ND
Indiana	1	51	0	0	1	3	Not Strong D	0	1	2	2	Agree	NA/ND	NA/ND	NA/ND
Iowa	NA	50	1	1	5	4	Ind. Lean R	1	2	2	2	Agree	Agree	Disagree	NA/ND
Pennsylvania	0	74	0	1	7	2	Strong D	0	1	1	1	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Illinois	0	59	0	1	6	2	Strong D	0	2	2	2	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Michigan	0	35	1	1	10	3	Not Strong D	0	1	1	2	Strongly Agree	Agree	Disagree	Disagree
Ohio	1	57	1	0	3	4	Not Strong R	0	2	1	6	NA/ND	Disagree	Agree	Agree
Michigan	0	61	0	0	4	3	Ind. Lean D	1	4	2	7	Agree	Strongly Agree	Agree	Disagree
Wisconsin	1	73	1	0	3	3	Indep.	0	1	1	1	NA/ND	NA/ND	NA/ND	NA/ND
Iowa	0	60	1	0	9	2	Strong D	0	3	2	6	Strongly Agree	Strongly Agree	NA/ND	Strongly Disagree
Ohio	1	75	1	1	5	4	Strong R	0	4	5	7	Strongly Agree	Agree	NA/ND	Agree
Michigan	0	69	1	0	4	3	Strong D	0	3	1	6	Strongly Agree	Agree	Disagree	Disagree
Illinois	1	69	0	1	3	4	Ind. Lean R	0	3	2	5	Agree	Disagree	Agree	Agree
Michigan	0	69	0	1	6	3	Ind. Lean D	0	3	6	4	Strongly Agree	Agree	Disagree	Disagree
Illinois	1	89	0	0	4	3	Ind. Lean D	0	1	1	1	Agree	Disagree	Disagree	Disagree
Wisconsin	0	69	1	0	4	2	Ind. Lean D	0	3	4	5	Strongly Agree	NA/ND	Strongly Disagree	Disagree
Iowa	0	50	1	0	3	2	Strong D	1	4	5	5	Strongly Agree	Strongly Disagree	NA/ND	Disagree
Illinois	0	46	0	1	9	2	Strong D	0	1	1	1	Strongly Agree	Agree	Strongly Disagree	Disagree
Michigan	0	72	0	0	7	3	Not Strong R	1	4	6	5	Agree	NA/ND	NA/ND	NA/ND
Minnesota	0	55	1	0	5	3	Strong D	0	3	3	5	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Pennsylvania	0	58	0	0	10	1	Strong D	0	3	5	6	Strongly Agree	Strongly Agree	Disagree	Strongly Disagree
Iowa	1	60	0	1	9	5	Strong R	1	2	1	7	NA/ND	Strongly Disagree	Disagree	Agree
Michigan	1	69	1	1	3	NA	Not Strong R	0	3	2	7	Agree	Strongly Disagree	NA/ND	NA/ND
Pennsylvania	0	61	1	1	7	2	Not Strong D	0	4	5	6	Strongly Agree	Agree	Strongly Disagree	Strongly Disagree
Indiana	0	65	0	0	6	3	Not Strong D	0	2	2	2	Strongly Agree	Agree	NA/ND	Disagree
Pennsylvania	1	84	0	1	4	4	Strong R	1	4	6	7	Strongly Agree	Strongly Agree	Agree	Strongly Disagree
Pennsylvania	1	70	1	1	3	4	Ind. Lean R	0	4	5	7	NA/ND	NA/ND	Agree	Strongly Disagree
Pennsylvania	1	73	1	0	NA	4	Not Strong R	0	3	2	7	NA/ND	Strongly Disagree	NA/ND	Agree
Illinois	1	65	0	1	5	4	Ind. Lean R	0	3	3	6	NA/ND	NA/ND	Strongly Disagree	Strongly Agree
Wisconsin	1	54	1	0	1	3	Indep.	1	4	2	7	NA/ND	Strongly Disagree	Strongly Disagree	NA/ND
Wisconsin	1	58	1	0	4	5	Ind. Lean R	1	4	4	6	NA/ND	Strongly Disagree	Agree	Disagree
Pennsylvania	1	31	1	1	2	4	Strong R	0	4	6	7	Strongly Agree	Strongly Disagree	Strongly Disagree	NA/ND
Pennsylvania	0	55	1	0	8	3	Ind. Lean D	0	3	1	7	Strongly Agree	Strongly Disagree	NA/ND	Disagree
Indiana	1	52	1	0	6	3	Ind. Lean R	1	4	2	7	Agree	Strongly Disagree	Agree	NA/ND
Wisconsin	1	57	1	0	NA	4	Indep.	1	4	5	7	Strongly Agree	NA/ND	Strongly Disagree	NA/ND
Ohio	1	79	1	0	3	4	Strong R	0	2	1	2	Strongly Agree	NA/ND	NA/ND	Disagree
Pennsylvania	NA	66	0	0	4	1	Indep.	0	3	3	5	NA/ND	NA/ND	Strongly Disagree	Agree
Illinois	NA	56	1	0	2	4	Strong R	0	1	1	1	Disagree	Disagree	Strongly Agree	Agree
Ohio	NA	62	0	0	2	3	Indep.	0	2	1	2	Agree	Disagree	Strongly Disagree	Strongly Disagree
Illinois	NA	55	1	0	5	4	Strong D	0	3	2	NA	Strongly Agree	Agree	NA/ND	Disagree
Pennsylvania	1	31	1	0	5	NA	Indep.	0	1	1	1	NA/ND	NA/ND	NA/ND	NA/ND
Michigan	0	34	0	0	6	3	Indep.	1	2	2	2	NA/ND	Agree	NA/ND	Disagree
Illinois	NA	36	1	0	5	NA	NA	0	1	1	1	Disagree	Agree	Agree	Strongly Disagree
Iowa	0	32	1	0	1	3	Indep.	0	2	2	3	Strongly Agree	Strongly Disagree	Strongly Disagree	Strongly Agree
Ohio	0	60	0	0	3	3	Strong D	0	1	1	1	Strongly Agree	NA/ND	NA/ND	NA/ND
Pennsylvania	NA	52	0	0	3	NA	Not Strong D	0	4	5	NA	NA	NA	NA	NA
Iowa	1	24	1	0	NA	4	Not Strong R	1	3	3	6	NA/ND	NA/ND	NA/ND	NA/ND
Iowa	0	49	1	0	6	5	Not Strong R	1	4	6	7	NA/ND	Disagree	Disagree	Disagree
Indiana	NA	32	0	0	1	4	Indep.	0	3	2	3	Strongly Agree	Strongly Disagree	Strongly Disagree	Strongly Disagree
Ohio	1	58	1	0	7	4	Not Strong R	0	3	4	5	Strongly Agree	Strongly Disagree	Strongly Disagree	Agree
Ohio	NA	38	0	0	3	NA	NA	0	1	NA	NA	NA/ND	NA/ND	NA/ND	NA/ND
Iowa	1	57	0	0	9	4	Not Strong R	0	4	3	5	Agree	Disagree	Disagree	Agree
Indiana	1	52	1	0	6	4	Strong R	0	2	1	4	Disagree	NA/ND	Agree	Disagree
Pennsylvania	NA	39	1	0	7	NA	Indep.	0	1	1	NA	Agree	NA/ND	Strongly Disagree	NA/ND
Illinois	NA	26	1	0	2	4	Not Strong R	1	4	6	7	Strongly Agree	Agree	Strongly Disagree	Disagree
Ohio	NA	34	1	0	3	2	Indep.	1	4	NA	6	Agree	Agree	NA/ND	Disagree
Ohio	0	60	0	0	7	3	Strong D	0	1	2	2	Strongly Agree	Agree	Agree	Strongly Disagree
Wisconsin	1	52	1	0	2	4	Strong R	0	3	1	2	Strongly Agree	NA/ND	NA/ND	Strongly Disagree
Indiana	0	37	1	0	2	2	Strong D	1	3	3	7	Strongly Agree	Strongly Agree	Agree	Strongly Disagree
Pennsylvania	0	30	0	0	NA	1	Strong D	0	3	1	NA	Strongly Agree	NA/ND	Strongly Disagree	Strongly Disagree
Michigan	1	82	0	0	2	3	Ind. Lean R	0	3	2	2	Agree	Disagree	Disagree	Disagree
Illinois	0	70	0	0	NA	2	Strong D	0	4	2	6	Strongly Agree	Agree	NA/ND	Strongly Disagree
Pennsylvania	0	59	1	0	6	1	Strong D	0	2	1	2	Strongly Agree	Strongly Agree	Strongly Disagree	Disagree
Illinois	0	53	1	0	2	3	Not Strong D	0	3	4	6	Strongly Agree	Disagree	NA/ND	NA/ND
Illinois	0	46	1	0	4	3	Strong D	0	1	1	1	Strongly Agree	Strongly Agree	Strongly Disagree	Disagree
Wisconsin	NA	45	1	0	2	3	Indep.	0	3	1	2	NA/ND	Strongly Disagree	Agree	Strongly Disagree
Pennsylvania	NA	52	1	0	7	2	Strong D	0	1	1	1	NA	NA	NA	NA
Wisconsin	NA	62	1	0	2	2	Strong D	0	2	2	2	Agree	NA/ND	NA/ND	Disagree
Ohio	0	46	1	0	1	3	Indep.	0	1	1	1	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Wisconsin	0	47	1	0	3	3	NA	0	2	1	2	Strongly Agree	NA/ND	NA/ND	NA/ND
Illinois	1	57	1	0	NA	3	Indep.	0	2	1	1	NA/ND	NA/ND	Strongly Disagree	Disagree
Ohio	1	55	1	0	2	2	Not Strong R	0	3	1	7	Agree	Strongly Disagree	NA/ND	Agree
Pennsylvania	0	55	1	1	9	2	Strong D	0	3	2	7	Strongly Agree	Agree	NA/ND	NA/ND
Michigan	1	62	1	1	8	4	Ind. Lean R	0	4	6	6	Strongly Agree	NA/ND	NA/ND	Disagree
Iowa	NA	49	0	0	4	3	Not Strong D	0	1	4	5	NA	NA	NA	NA
Minnesota	1	54	0	0	5	4	Indep.	1	4	2	7	Agree	Strongly Disagree	Disagree	Strongly Agree
Ohio	NA	49	0	0	5	4	Strong R	1	3	3	7	Agree	Disagree	Disagree	NA/ND
Pennsylvania	0	70	1	0	6	2	Strong D	0	2	1	6	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Minnesota	0	82	1	0	5	2	Strong D	0	4	5	6	Strongly Agree	Strongly Agree	Disagree	Strongly Disagree
Ohio	0	70	1	0	8	2	Strong D	0	4	6	7	Strongly Agree	Strongly Agree	NA/ND	Strongly Disagree
Wisconsin	0	70	1	0	4	3	Ind. Lean R	0	2	3	6	NA/ND	Disagree	Disagree	Agree
Ohio	0	68	1	0	2	2	Strong D	0	1	1	1	Strongly Agree	Strongly Agree	Disagree	Strongly Disagree
Minnesota	0	83	1	0	7	3	Indep.	0	4	3	7	Strongly Agree	Strongly Agree	NA/ND	Strongly Disagree
Iowa	0	74	1	1	NA	3	Not Strong D	0	4	5	7	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Illinois	0	79	1	1	4	3	Not Strong D	0	4	5	7	Agree	Agree	Disagree	Disagree
Wisconsin	1	66	1	1	NA	4	Ind. Lean R	1	4	5	5	NA/ND	Disagree	NA/ND	Agree
Pennsylvania	NA	68	1	1	3	3	Indep.	1	4	3	6	Strongly Agree	Strongly Disagree	NA/ND	Disagree
Indiana	0	85	1	1	NA	3	Ind. Lean D	0	4	3	7	Agree	Agree	Agree	Disagree
Illinois	1	74	1	1	3	4	Ind. Lean R	0	2	1	7	Strongly Agree	Strongly Disagree	Strongly Disagree	NA/ND
Pennsylvania	0	64	1	1	5	3	Ind. Lean D	0	4	5	7	Strongly Agree	Agree	Agree	Strongly Disagree
Wisconsin	1	63	1	1	9	3	Ind. Lean R	0	4	5	7	Strongly Agree	Strongly Disagree	Agree	Strongly Disagree
Pennsylvania	0	49	1	1	11	1	Strong D	0	2	2	5	Agree	Strongly Agree	Disagree	Strongly Disagree
Michigan	0	43	1	1	9	2	Not Strong D	0	1	1	2	Agree	Agree	Disagree	Disagree
Michigan	0	32	0	1	3	1	Indep.	0	3	5	4	Agree	Strongly Disagree	Strongly Disagree	Strongly Agree
Wisconsin	0	43	0	1	9	1	Ind. Lean D	0	2	2	2	Strongly Agree	Strongly Agree	NA/ND	Strongly Disagree
Illinois	0	35	0	1	10	3	Indep.	0	1	1	1	Strongly Agree	NA/ND	Strongly Disagree	NA/ND
Pennsylvania	1	30	0	1	6	5	Ind. Lean R	1	4	5	7	Agree	Agree	Strongly Disagree	NA/ND
Pennsylvania	1	61	0	0	9	4	Not Strong R	0	3	3	5	NA/ND	NA/ND	NA/ND	NA/ND
Ohio	1	62	0	0	NA	4	Strong R	0	4	5	5	Strongly Agree	Strongly Disagree	Agree	Agree
Indiana	0	51	0	0	8	3	Ind. Lean D	0	1	1	1	Strongly Disagree	NA/ND	Strongly Disagree	Disagree
Ohio	0	45	0	0	5	1	Ind. Lean D	0	4	4	7	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Michigan	1	60	0	0	10	3	Indep.	0	4	2	7	Strongly Agree	NA/ND	Strongly Disagree	Disagree
Minnesota	0	59	0	0	12	2	Strong D	0	4	5	5	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Iowa	1	52	0	0	10	5	Ind. Lean R	1	4	5	7	NA/ND	Strongly Disagree	Strongly Disagree	Disagree
Michigan	0	25	0	1	2	1	Strong D	0	2	4	2	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Ohio	0	47	0	1	5	2	Strong D	1	4	4	7	Strongly Agree	Strongly Agree	NA/ND	Strongly Disagree
Ohio	0	62	0	1	12	3	Ind. Lean R	0	3	4	4	Strongly Agree	Strongly Agree	Agree	Disagree
Pennsylvania	0	52	1	0	4	1	Ind. Lean D	0	1	1	1	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Iowa	0	51	1	0	1	3	Indep.	0	4	1	7	Strongly Agree	Strongly Disagree	Strongly Disagree	Strongly Disagree
Indiana	0	55	1	0	3	3	Ind. Lean D	0	2	1	NA	Agree	Agree	Strongly Disagree	Disagree
Indiana	NA	57	1	0	9	1	Strong D	0	3	1	6	Strongly Agree	Agree	Strongly Agree	Disagree
Michigan	1	57	1	0	5	4	Strong R	1	4	5	7	Agree	Strongly Disagree	NA/ND	Strongly Agree
Iowa	0	51	1	0	4	3	Indep.	1	4	2	7	Strongly Agree	NA/ND	Disagree	NA/ND
Pennsylvania	0	67	0	0	9	5	Indep.	0	3	2	6	NA/ND	NA/ND	NA/ND	Agree
Ohio	1	66	0	0	4	5	Ind. Lean R	1	4	5	7	Strongly Disagree	Strongly Disagree	NA/ND	Strongly Agree
Pennsylvania	1	76	0	0	10	4	Strong R	0	4	4	5	NA/ND	Strongly Disagree	NA/ND	Agree
Michigan	0	82	0	0	6	3	Ind. Lean D	0	2	2	2	Strongly Agree	Strongly Agree	Agree	Disagree
Michigan	1	65	0	1	5	4	Ind. Lean R	1	3	1	5	NA/ND	Strongly Disagree	NA/ND	NA/ND
Wisconsin	1	69	0	1	4	5	Ind. Lean R	1	4	6	7	Disagree	Strongly Disagree	Strongly Disagree	Strongly Agree
Pennsylvania	1	68	0	1	9	4	Strong R	0	2	3	2	Strongly Agree	Strongly Disagree	NA/ND	Agree
Michigan	0	75	0	1	9	3	Ind. Lean D	0	1	4	1	Strongly Agree	Strongly Agree	Disagree	Strongly Disagree
Michigan	0	79	0	1	11	1	Strong D	0	1	1	1	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Illinois	0	88	0	1	NA	1	Strong D	0	2	1	1	NA/ND	Disagree	Strongly Disagree	Strongly Disagree
Ohio	1	53	0	1	11	4	Not Strong R	0	4	4	6	Strongly Agree	Disagree	NA/ND	Agree
Illinois	1	55	0	1	8	4	Ind. Lean R	0	2	2	2	NA/ND	Disagree	Disagree	Agree
Pennsylvania	NA	18	1	0	1	4	Not Strong R	0	2	1	7	Strongly Agree	Disagree	Agree	Disagree
Illinois	0	35	0	1	NA	2	Ind. Lean D	1	4	5	7	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Pennsylvania	0	31	1	0	9	2	Strong D	0	3	1	1	NA/ND	NA/ND	NA/ND	NA/ND
Ohio	0	38	1	0	7	2	Strong D	0	1	2	2	Strongly Agree	Strongly Agree	Strongly Disagree	Disagree
Pennsylvania	1	36	1	0	4	5	Not Strong R	0	2	3	5	Strongly Agree	Strongly Disagree	NA/ND	Strongly Disagree
Illinois	1	41	1	1	3	3	Ind. Lean R	0	4	1	7	Strongly Agree	Strongly Disagree	Disagree	Agree
Minnesota	1	69	0	0	4	5	Strong R	0	3	4	6	Agree	Strongly Disagree	NA/ND	Agree
Michigan	0	27	1	1	6	2	Not Strong D	0	1	3	2	Strongly Agree	Agree	Disagree	Disagree
Illinois	0	59	1	0	5	4	Not Strong D	0	3	2	2	Agree	NA/ND	Disagree	NA/ND
Ohio	NA	45	1	0	9	1	Strong D	0	1	1	1	Agree	Strongly Agree	Agree	Strongly Disagree
Ohio	0	53	1	0	8	3	Strong D	1	3	2	7	Agree	NA/ND	Disagree	Strongly Disagree
Michigan	0	63	1	0	7	3	Indep.	0	2	1	2	Strongly Agree	Strongly Agree	NA/ND	Disagree
Wisconsin	1	56	1	0	NA	NA	Indep.	1	4	5	6	Strongly Agree	NA/ND	Strongly Disagree	Strongly Disagree
Ohio	1	63	1	0	6	4	Not Strong R	1	4	5	7	NA/ND	Disagree	Strongly Disagree	Strongly Agree
Ohio	0	56	1	0	NA	3	Indep.	1	3	3	3	Strongly Agree	Strongly Agree	NA/ND	Disagree
Indiana	0	54	1	1	11	3	Not Strong D	0	3	2	7	Strongly Agree	Strongly Agree	Disagree	Disagree
Ohio	0	64	1	1	10	3	Ind. Lean D	0	4	5	7	Strongly Agree	Agree	Strongly Disagree	Disagree
Pennsylvania	0	57	1	1	10	2	Ind. Lean D	0	4	5	7	Agree	Agree	Strongly Disagree	Disagree
Pennsylvania	1	48	1	1	9	4	Not Strong R	0	3	3	7	Strongly Agree	Disagree	Strongly Disagree	Agree
Indiana	0	62	1	1	4	2	Indep.	0	4	5	7	Strongly Agree	Strongly Agree	Strongly Disagree	Disagree
Minnesota	0	61	0	0	NA	4	Strong D	0	3	5	2	Strongly Agree	NA/ND	NA/ND	Strongly Disagree
Wisconsin	0	71	1	0	8	2	Strong D	0	2	2	2	Strongly Agree	Agree	Strongly Disagree	Disagree
Ohio	1	65	1	0	4	3	Ind. Lean R	0	3	3	6	Agree	Agree	NA/ND	NA/ND
Ohio	1	69	1	0	3	3	Not Strong R	0	3	3	5	Strongly Agree	Strongly Disagree	Strongly Disagree	Agree
Ohio	0	79	1	0	3	3	Ind. Lean D	0	2	2	NA	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Illinois	1	67	1	0	4	3	Indep.	0	3	3	5	Strongly Agree	Agree	NA/ND	Disagree
